emotion_category,has_price,has_info_gap,content_length,photo_quality_score,structured_content_flag,caption_text,image_count,tags,restaurant_name,cuisine_type,restaurant_popularity,novelty_score,raw_price,post_datetime,follower_count,like_count,save_count,comment_count,link,price_avg,price_level,content_length_bucket,engagement_score,is_high_engagement,like_rate,save_rate,comment_rate,weekday,is_weekend,image_count_bucket,image_density
Hybrid,0,1,574,1,1,虽然我是个江西人，由于北美完全没有什么江西菜，甚至我自己做的江西菜最好吃，在外面能吃到的最接近家乡菜的就是湘菜，之前还以为波士顿的湘菜水平还可以，直到吃到了芝加哥的湘里乡亲，才知道之前吃的湘菜都是什么鬼，这家才真的是正经常德人开的湘菜！！ 图1️⃣是封神的臭豆腐，不知道这个料主厨是怎么做的，完全就是小时候在国内路边摊吃的味道，而且黑色臭豆腐炸的多孔焦脆，吸饱了料汁再配上香菜榨菜，一口满足。 图2️⃣是满满一锅超大份土鸡汤，用的是小公鸡，还会带鸡血（爱吃血的朋友可以冲了）在北美的朋友都知道鸡血是多么罕见的存在，由于我和我朋友都不爱吃血就全部挑出来了，但是可以得出来是一整只鸡，量多么实在！！ 图3️⃣的虎皮鸡蛋炖排骨，完全就是我小时候的样子，我是感觉虎皮鸡蛋这种东西我多少年没吃到了，完全就是小区楼下家常小炒的样子。 图4️⃣的干锅腊肉炒笋干，完全是湘菜特色，竹笋晒干之后烟熏（江西也爱吃笋干），配上店家自制的烟熏腊肉，非常的香。 图5️⃣的湖南小炒肉，不是大片的切得很薄的猪肉，而且用料酒酱油还有生粉腌过的猪肉丝，我吃到第一口的时候我很震惊，因为和我爸在家做的很像，就是少了点豆豉，但是也无法阻止我狂炫，我吃的最多的就是这道菜。 图6️⃣里的肉沫蒸豆腐，算是最一般的菜，可能我没法get蒸菜，仅代表个人意见，不同意的朋友评论区可以反驳！ 店名是湘里乡亲，在芝加哥chinatown，强调一下表示重视。,6,#芝加哥美食 #波士顿留子又震惊了#波士顿吃的都是什么鬼,Happy Café,Chinese,1,1,nan,2025-11-18,201,271,277,101,全北美最好吃的湘菜竟然在芝加哥 - 小红书,,,long,3.228855721393035,True,1.3482587064676617,1.3781094527363185,0.5024875621890548,Tuesday,False,small,0.010452961672473868
Hybrid,1,0,723,2,1,这家 Gyumon 这个价位端上来的肉盘，真的被惊到！一上桌就能看出来雪花均匀、切面整齐，没有水感也没有暗边。像牛肋排、牛板腱这种厚切部位，油脂层次很清楚，看起来就不是靠腌料撑场的肉。放在美式自助烤肉价位里，很能打。 套餐分三档：Silver $35 Gold $45 Diamond $55 周一到周四全天优惠：所有 AYCE 档位直接再➖$10！ 🌟65岁以上和小朋友优惠详见【评论区】！ 我们选的Gold tier。主要多了 Wagyu short rib牛肋排、top blade牛板腱、wagyu filet mignon、薄切牛舌、雪花和牛，还有寿司比如三文鱼手握、辣金枪鱼手握、黄尾鱼尖椒手握。 最有记忆点的是Wagyu short rib牛肋排。烤网上边缘微焦的时候翻面，吃进去入口即化的感觉，油脂刚好，这一盘基本是全桌一致好评。 牛板腱（Top blade）有一点弹性，慢慢有一股自然的甜味出来，不是腌出来的，是肉本身的味道。 寿司我们点的是三文鱼手握 + 辣金枪鱼手握。辣金枪鱼是很细腻，拌得很均匀的口感，辣度刚好，不会盖住鱼味，反而让油脂感更明显。米饭松而不散。吃辣星人真的很喜欢辣金枪鱼的。吃完一轮又点了一轮。 这次还点了：Wagyu filet mignon很嫩 轻烤就够 薄切牛舌（卷起来刚好熟） spicy pork belly honey chicken 每一盘状态都很稳定，没有哪一盘明显随便。能感觉到他们在分切和出品上是有标准的，而不是靠数量取胜。 很意外的是，这里还能点 UniUni 奶茶！可以吃到后半段点刚刚好！还有套餐里的花甲粉丝、烤饺子烤红薯在后段也可以做收尾小菜 整体下来会觉得：这个价位 + 这个肉质 + 这个稳定度，在芝加哥日式烤肉自助里很有竞争力。服务也很加分。换盘空盘都不用特意喊。新肉很快补上，桌面一直保持干净。 这家 Gyumon 在 OakPark，离 downtown 大概20分钟，在本地商圈，吃完还能顺路逛逛。店里空间很宽敞。来吃的基本都是本地客人，整体氛围很安静。,17,#芝加哥生活 #海外美食攻略 #北美生活 #大口吃肉超满足 #和牛#芝加哥美食 #留学生探店 #肉食主义者 #牛排 #BBQ,Gyumon,Japanese,1,1,"25,35,45",2026-01-30,1258,223,110,6,芝加哥宝藏性价比日式烧肉实测｜牛门Gyumon - 小红书,35.0,medium,long,0.26947535771065184,False,0.17726550079491257,0.08744038155802862,0.0047694753577106515,Friday,False,large,0.02351313969571231
Hybrid,0,0,438,3,1,最近打卡了Nonnina 本来是想去Ciccio Mio的 但也是临时起意 没有预约 大概率需要等很久就放弃了 老样子 第1⃣️道菜每次必点calamari 我们点的是油炸的 里面搭配了炸的小扇贝、西葫芦、还有柠檬（菜单上写了还有shrimp但是我咋感觉没吃到）裹的面粉也没有很厚重 好评 当然 个人觉得这道菜的重中之重是它的酱汁 basil pesto caper dressing 有一点像美乃滋+蒜的味道 但是是绿色的 很新奇 第2⃣️道菜 Chicken & Spinach Pizza 吃多了经典的Margherita 决定换换口味 非常正宗的意式薄底pizza 可以感觉到用的芝士品质较好 鸡肉也不会腥 但crust烤的气泡不够大 没有Quartino的酥脆 不过总体来说还是非常可以的 第3⃣️道菜 Roasted Duck 鸭胸肉非常嫩 火候掌握得恰到好处 搭配着慢炖的鸭腿肉酱 不会切不动或嚼不碎 配菜有花椰菜、芝麻菜和贝卢加扁豆 第4⃣️道菜 Bucatini 经典的黑松露蘑菇意面 配了一颗蛋黄是点睛之笔 用的是空心的意面 所以吃起来口感很轻盈！ 第5⃣️道菜 Squid Ink Spaghetti 之前在别家吃过的墨鱼汁意面有一点腥 但这个完全没有！里面搭配了虾和龙虾肉 还添加了一点辣酱（我觉得有点像trader joes那款网红辣酱的味道哈哈哈）层次一下子丰富了起来 总之点的这几道菜没有踩雷的～分量大也很实惠～可以回头 ,6,#芝加哥 #芝加哥美食 #芝加哥意大利餐厅,Nonnina,Italian,2,1,nan,2023-07-20,127,285,313,4,芝加哥意式餐厅｜Nonnina - 小红书,,,long,4.74015748031496,True,2.2440944881889764,2.4645669291338583,0.031496062992125984,Thursday,False,small,0.0136986301369863
Hybrid,0,0,379,3,1,每一次去光盘行动 点了两盘risotto都吃光了 因为太好吃了 😭😭 环境：餐厅门口有街边停车 老城街区也很蛮安全！整体的装修很复古 适合拍照约会(^-^) 点单：每一次去都会点海鲜烩饭🦞 里面有crab meat+shrimp+clam+每一口肉都特别多汁好吃 有很多很多口蟹肉 吃不完的感觉！意大利米也非常creamy：）每次上桌都是热乎乎的 天冷的时候配☕️/🍷都很不错😉 鱿鱼 有炸的和蒸的 我个人会更喜欢蒸的酱汁 酸酸的很衬鱿鱼的鲜味 而且口感属于入口很滑嫩 但嚼起来也有自然的Q弹感 gnocchi 不多说了。大家都去尝试这个土豆搓出来的小面团！！！traderjoe 有速冻微波炉版我就很爱吃 到餐厅里吃到现做的才发现口感差距真的很大💔 gnocchi有很香的碳水甜味 土豆被揉煮成了小团子 一口咬下去想很糯很实的面团 有一点点一点点糯米皮的质感 很推荐！ 这一次开车没看酒单 上次waiter根据口味给我们很认真的推荐了红酒 也确实很搭配！ ps：他们家意大利黑醋 有一种上瘾的味道….有没有朋友知道在哪里可以买呀！！！！餐厅不卖的哦🥹 ,8,#光盘行动#太好吃了#鱿鱼#gnocchi#traderjoe#红酒#意大利黑醋#芝加哥美食 #topogigio #risotto,Topo Gigio,Italian,3,1,nan,2024-10-27,57000,325,294,13,芝加哥必吃的意大利餐❗️(吃光无数盘:3 - 小红书,,,medium,0.011087719298245613,False,0.005701754385964913,0.005157894736842105,0.0002280701754385965,Sunday,True,medium,0.021108179419525065
Hybrid,0,1,329,3,1,"超级超级好吃+正宗+性价比高！ 份量都很大，建议少点一些！ —————— 1️⃣ 炙烤海鲜杂烩 🥗 Grigliata Mista 非常符合中国胃的一道Appetizer！被火烤过的扇贝、鱿鱼和大虾有一股炭火香，鱿鱼圈和鱿鱼须的部分竟然做出了不同的口感！ 底部的橄榄油黑醋汁是灵魂，蘸面包也很好吃 这道菜凉的版本是Volare Signature Insalata di Mare，两个可以二选一 - 2️⃣ 番茄奶油墨鱼汁意面🍝Spaghetti Neri al Pesce 一定一定要点！ 咸甜口的番茄奶油汁实在太太太香了！！除了扇贝和虾之外，酱汁里还有不少蟹肉，让人一口都不想放过。墨鱼面口感很有筋道，爱住！ 这道可以和墨鱼汁烩饭二选一 - 3️⃣ 杏仁冰糕 🍮 Almond Semifreddo 他们家甜点被推的最多的还是提拉米苏和焦糖布蕾。我们点了没试过的Semifreddo，甜度不高而且杏仁味很浓很香，迅速就被瓜分完毕！ —————— 点赞+收藏+关注，和我一起在🇺🇸吃吃喝喝 💛店名：Volare Ristorante Italiano 📍地点：201 E Grand Ave, Chicago, IL 60611",5,#芝加哥 #芝加哥生活 #芝加哥美食 #芝加哥探店 #芝加哥旅游 #芝加哥美食探店 #芝加哥美食推荐 #芝加哥网红餐厅 #芝加哥周末 #芝加哥玩乐 #芝加哥意大利餐厅 #芝加哥海鲜餐厅 #chicago,Volare Ristorante Italiano,Italian,2,1,nan,2022-08-14,25000,1993,2897,47,芝加哥｜🍝 都给我去吃这家意大利餐厅！！ - 小红书,,,medium,0.19748,False,0.07972,0.11588,0.00188,Sunday,True,small,0.015197568389057751
Hybrid,0,0,27,1,0,美味无须多言，从dt开一个小时被我们一致评为芝加哥韩餐no.1,4,#韩餐 #芝加哥韩餐,,Korean,1,1,nan,2025-10-15,410,190,187,23,芝加哥酱蟹｜难以想象世界上竟有如此美味 - 小红书,,,short,0.975609756097561,True,0.4634146341463415,0.4560975609756098,0.05609756097560976,Wednesday,False,small,0.14814814814814814
Hybrid,1,1,311,1,1,"结论：五星推荐 没有一道菜是踩雷的 而且味道够泰够辣够酸 分量多的街边小吃vibe 菜品选择也丰富 总体比JJ thai优秀 荣登我心里芝加哥第一泰餐 这家店如果是small party没有办法预约 我们周六晚上六点半左右到的 排队排了40分钟左右 周围有一些小街可以逛下 餐厅座位不多 所以如果不想排队的话可能要周末早点去 🌶️tiger cry - 肉质嫩 sauce酸甜口(酸偏多) 作为开胃菜很合适 🌶️ka prow moo kron - 吃泰餐必点的pork belly 很crispy 但可惜配的那小坨饭没有很好吃 🌶️tom yum - 芝加哥一到冬天就想喝汤 每次去吃泰餐点冬阴就怕不够味 tuk tuk的这碗汤够酸够爽 🌶️🌶️🌶️pad kee mao - 朋友点的比pad thai粗一点的粉 原本以为不怎么辣 结果超辣 但很好吃 有点街边炒粉的感觉 🥰thai ice tea - tuk tuk的可以调甜度 调完light sweet好好喝又解辣 下次要去吃coconut ice cream! 🇹🇭 Tuk Tuk Thai Isan Street Food 2852 N Clark St, Chicago, IL 60657 🌶️~70/person 吃超撑",6,#芝加哥生活 #芝加哥美食 #芝加哥探店 #芝加哥玩乐 #芝加哥大学 #芝加哥旅游 #芝加哥周边 #chicago,Tuk Tuk Thai ,Thailand,2,1,70,2024-02-07,52,361,396,31,芝加哥·新晋第一泰餐Tuk Tuk Thai 🇹🇭 - 小红书,70.0,high,medium,15.153846153846153,True,6.9423076923076925,7.615384615384615,0.5961538461538461,Wednesday,False,small,0.01929260450160772
Hybrid,1,1,571,1,1,上周去吃了尚厨，太好吃了。。。便宜好吃，服务也好，写个辣评 -荷香龙虾糯米饭 龙虾很鲜甜，火候也恰到好处，柔软的肉感觉像吃甜品一样，完全不会感觉负担。但糯米饭的调味差一点点，有点拖累龙虾了。虽然价格值得，但本穷人还是觉得有点贵，下次可能不会再点惹，但第一次吃/人多/有钱的话还是推荐尝尝 -猪肚鸡 没吃过正宗的，之前只吃过海底捞和乔林的猪肚鸡锅底，但和火锅店的猪肚鸡完全不是一个物种啊！没吃过猪肚鸡的人生错过了很多。。。（好想在里面涮白菜啊）很便宜，一大盆才不到三十刀 -椰香金沙瓜 首先这个和椰香没啥关系，纯纯咸蛋黄南瓜。我不吃咸蛋黄，但据朋友说巨好吃，推荐错了的话不要怪我，全都怪她！ -尖椒炒猪颈肉 Omg，这也太好吃了吧，本精神东北人认证，这简直太好吃了！！！上来两分钟就被吃完，我都不知道该怎么形容他最贴切，但吃到的一瞬间感觉自己坐在东北路边的小馆子里。太好吃了！一切都恰到好处，求求大家去吃！！ -腊肉炒菜花 不太好吃，对不起… 甜品 有几个甜品缺货，所以我们就把有的全都点了 -杨枝甘露 不好吃，果浆的部分太腻，芒果块又涩得难以入口，两者生硬地融合在一起就仿佛我被甜美的消费主义所蒙蔽的痛苦人生一样。不是很推荐 -双皮奶 说到底我也没吃过正宗的双皮奶…不过挺好吃的，小时候奶片的味道 -香芋西米露 全场甜品最佳！好吃糖水 -还有一个忘记叫啥了，反正和香芋西米露味道差不多,6,#芝加哥 #芝加哥美食 ,Wing Yip,Chinese,3,1,nan,2022-11-13,265,562,739,28,芝加哥原来有这么好吃的中餐｜厨尚Wing Yip - 小红书,,,long,5.0150943396226415,True,2.120754716981132,2.788679245283019,0.10566037735849057,Sunday,True,small,0.010507880910683012
Hybrid,1,1,407,1,1,📍Han Bat Restaurant Lincoln square附近 . 虽然离城里很远，我还是没经得住肉汤的诱惑… . 超级超级便宜，除了牛尾汤其他的都$10左右，牛尾汤$27 店面很小，顾客除了我们都是韩国人，非常非常正宗的点在于老板基本不会说英语 . 听说他家炖汤24小时不关火，汤非常白，口感比自己家里顿两三个小时的那种要稠，而且没加任何调料，上菜的时候会上一盘盐、葱花，自己调味，适合我这种口味非常非常清淡的 碗好大，小菜量也很足，kimchi真的味道很正宗！ . 很推荐牛尾汤，虽然比较贵，但他家牛尾真的一！点！都！不！肥！我家每次在中超买的牛尾都好肥，炖出来表面一层厚厚的油。他家的牛尾又软烂又瘦，一点都不腻 Brisket汤也不错，但我不太喜欢我点的tendon，因为炖的时间久已经没有嚼劲了，软软的有点像在吃大肥肉…… . 韩国移民阿姨开的良心店，很多顾客进来都跟他们打招呼，老顾客超多。要是我住的近肯定也会经常去，毕竟才十几刀的高汤真的舒服😌 . 什么时候芝加哥也能有个“瓦罐汤”店，慢熬土鸡、参鸡、乌鸡…… 突然想辞职熬汤了,1,,Han Bat Restaurant,Korean,2,1,nan,2021-06-02,4264,230,254,17,芝加哥｜24小时不熄火的牛肉汤，你看这碗它… - 小红书,,,long,0.1174953095684803,False,0.053939962476547844,0.05956848030018762,0.00398686679174484,Wednesday,False,small,0.002457002457002457
Hybrid,1,0,758,2,1,上周听泰国朋友说Krung Thep老板开新店了！前年Lisa来芝加哥的时候打卡了他们家。还发了story盛赞出品的正宗。老板的新店主打街头小吃，已在朋友心中封神，一个星期连吃了两趟。她强推了这几道菜，有些是芝加哥独一无二的菜品，另一些是虽然有类似，但是他家做得最正宗！ 🦐Kung Phao Ayutthaya - 焗烤泰国长臂大虾 朋友都惊了，长臂大虾出了泰国很难找，不知道店家怎么搞来美中的。大虾肉多膏满，虾肉鲜甜紧实。配上清口的青酱，满足感直接max。 🦩💖Yentafo 我的坠爱！腐乳酱把汤头吊成粉红色，口感酸辣鲜甜。最爱的是其中的粿条。形状很像簇拥的白木耳，一口下去的爽脆让人惊喜又过瘾。 🚢Boat Noodles 经历了Yentafo的酣畅淋漓，续上一碗浓郁牛肉味的船面简直完美。肉汤注入了香料炖煮，口感丰富。面上加入了软烂的牛腩，猪血，炸得超脆的猪皮，堆得满满当当，每口下去都是稳稳的幸福感。 🍜Penang curry crispy noodles 以红椒为底佐以各香料捣制出的浓郁咖喱。混合了椰汁，口感滑润浓厚，咖喱中的酥肉肥瘦相间。如果配上一碗白米饭感觉会更加满足！ 🥩Sukhothai Tom Yum 汤底加入了花生碎非常提香。整体酸辣交织，肉香四溢。配以叉烧，肉沫，和虾，风味丰富。豆角更是点睛之笔，口感生动。 🍦Itim Kati 冰淇淋 坚果雪糕是他家自制的，比jenis还要浓厚。配了三杯小料: 海底椰，玉米，面包糠。味感真的很绝，尤其是海底椰，吃起来像稍微冻硬的，水软的荔枝冻。 最后因为他们还在试营业，结账打了9折。4个人一顿才吃了一百零几刀。趁口碑还没传开，不用排队前，得多吃几次~ - 几个可爱小故事：老板说自己一直是某个lisa粉团的主席，所以当lisa来他饭店吃饭的时候，他原地梦想成真。 老板做这家店的初衷是自己很自豪于泰国的小吃摊文化。但泰国一个小吃摊只会做一样菜，因为食材和香料的配比复杂。所以把各种小吃汇聚在一个餐厅很难控制成本，但他还是做到了，又一个梦想成真！不知道他拜的哪路神仙这么管用，下次去的时候我要打听打听。 店名：Mahanakhon Noodle Bar ,9,#我是美食活地图#芝加哥 #芝加哥生活 #lisa #blackpink,Mahanakhon Noodle Bar,Thailand,2,1,109/4,2024-07-18,1777,397,579,17,芝加哥| 我心中TOP1的泰菜新店，好吃又讲究 - 小红书,27.25,medium,long,0.5588069780528981,False,0.22341024198086662,0.32583005064715814,0.009566685424873381,Thursday,False,medium,0.011873350923482849
Hybrid,0,1,297,1,1,谁能想到这一口咖啡奶油泡芙的balance程度 在HaiSous这家毫无争议的越南餐厅吃到了 太爱他们家的cookie crust咖啡奶油泡芙了！ 还有主厨的招牌 脆皮鸡翅 炸得直呼内行 不太需要用言语来形容（词穷了 图里其他的几样菜品也是放心点不踩雷的 图6-8是主厨新增的招牌Bánh Canh Cua 蟹肉粗米粉汤 注意是粗米粉！ 很特别很舒服 但绝不是米线的口感 里面的炸虾饼层次超丰富 回口还有层次的🤫 海边长大的孩子觉得能compete家里好吃的鱼饼 会配一小段油条 油条说实话比较一般 浸入汤汁更佳[捂嘴笑R] 图9的青木瓜沙拉也很特别 加了牛肉干 口感调得非常balanced 有点惊艳且清爽好吃！ 喝的随便点个越南奶咖和黑叶荔枝红茶都会很搭 有质感的 也真的很良心用心 环境氛围也不错 周日限定的brunch也比较满座 常爱常吃,12,#我的美食电子亲人 #芝加哥 #越南菜 #甜品 #留子 #留子的命也是命 #留学生干饭 #私藏,HaiSous,Vietnam,1,1,nan,2025-12-14,5235,249,251,18,芝加哥人生咖啡奶油泡芙在最爱的越南餐厅！ - 小红书,,,medium,0.09894937917860554,False,0.04756446991404011,0.047946513849092647,0.0034383954154727794,Sunday,True,medium,0.04040404040404041
Hybrid,1,0,543,2,1,"在芝加哥市区终于发现了好吃高性价比的日料，$20+的chirashi don再也不用跑去Chicago Sushi就能拥有啦！Dodomi Sushi Rotary，他家的单点菜单惊喜超值，有很多创意！ 鳗鱼乌冬 🌟🌟🌟🌟🌟 鳗鱼外酥内嫩酱汁鲜甜，乌冬面q弹有嚼劲，两者融合在一起意外好吃。一份只要$13.95！我们额外➕了5块钱的鳗鱼，量超大，过瘾。 捞汁三文鱼 (Dodomi Salmon) 🌟🌟🌟🌟🌟 谁能想到能在日料店吃到捞汁三文鱼啊哈哈哈，肉肉依然给得很足，泰式捞汁酸酸甜甜再加一丢丢微微辣，把三文鱼的鲜美很好地体现出来，每一条肉肉都超长，大口炫肉超级爽！ 肥三文鱼刺身 🌟🌟🌟🌟🌟 很肥美的鱼肚腩，切得也超厚实，油脂在嘴里爆开，这感觉对了～只要8块钱就有4大块，你没看错！ 金枪鱼tartare 🌟🌟🌟🌟🌟 鱼生和牛油果都很新鲜，整道菜品也很精致。 三文鱼冰淇淋寿司 🌟🌟🌟🌟 意外很不错呢，三文鱼+香草冰淇淋，再加上点芥末酱油，想尝试创意菜的小伙伴们可以试试。 另外，$24.99的寿司饭我就不多说了，金枪鱼三文鱼鳗鱼带子等都有，用量新鲜丰富，本来看着价位以为份量会很少，没想到都很足量，感觉比之前的食堂umai更具性价比，味道也很符合我的口味，酸度咸度恰到好处。😋 店选址在uptown，装修得很温馨，有许愿树可以挂祈福牌，门口就有停车位。现在有开业优惠，整单85折，非常划算。听说周中中午还有$25.99刀自助适合大家来薅羊毛，不过打工人无福享受了啊哈哈哈。有兴趣的小伙伴们赶紧试试呀～ Dodomi Sushi Rotary 4521 N Sheridan Rd, Chicago, IL 60640 ",9,#日料 #餐厅推荐 #芝加哥美食 ,Dodomi Sushi Rotary,Japanese,1,1,25.99,2024-06-28,1524,305,332,16,芝加哥市区性价比超高日料|Dodomi🍣 - 小红书,25.99,medium,long,0.4284776902887139,False,0.2001312335958005,0.2178477690288714,0.010498687664041995,Friday,False,medium,0.016574585635359115
Hybrid,0,1,387,1,1,终于轮到我吃南来北往了，实在是太棒了👏👏 谷歌地图直接搜就有，但英文名是Uncle Zhang Chinese Cuisine，不在中国城里，开车五分钟之内 🌟重要的事先说： 油条和咸豆腐脑只有周六日的下午三点前有‼️其他时间没有 图1/2🥞煎饼果子 实在是太好吃了，我没去过东北，但是在国内其他地方吃的煎饼果子皮都比较厚，这家的饼皮真的超薄，夸张点说比越南春卷的皮还薄，配上鸡蛋，口感特别软嫩！！必须吃！薄脆给的也多！里面刷的酱有种豆瓣酱和甜面酱混合后的口感，酱刷多的地方还是有点咸的，怕咸的小伙伴可以要求刷少点 图3🦴溜双段 只想吃溜肉段，但这家里面是虾仁和猪肉双溜，没办法👐味道没有酸味，就是略微的咸味！猪肉段给的量特别足，一点都不敷衍，纯肉少淀粉干的就是爽！ 图🌱冬菇白菜 特别特别爽口的做法，比其他中餐炒出来的素菜油少勾的芡粉也少。可以选这个当素菜哦 图5🌶️火爆腰花 后厨切菜师傅刀工666，腰花片的特别漂亮。我们吃的这盘腰花稍微有点老，但是味很正。,5,#芝加哥美食 #芝加哥旅游 #芝加哥南来北往 #芝加哥生活 #芝加哥留学 #芝加哥必吃 #一家被找疯了的店 #探店 #芝加哥吃什么 #芝加哥东北菜,Uncle Zhang Chinese Cuisine,Chinese,2,3,nan,2024-01-01,149,398,512,34,芝加哥特产🥤必须来这家店！ - 小红书,,,medium,6.3355704697986575,True,2.6711409395973154,3.436241610738255,0.22818791946308725,Monday,False,small,0.012919896640826873
Hybrid,1,1,410,1,1,在芝加哥吃了七八九十次Volare后找到了替代餐厅🍴 Volare感觉已经吃成了食堂 男朋友每个来芝加哥的朋友都自行订在这个餐厅吃的程度！ 我们吃多了之后现在非常固定就只点烤小海鲜Volare Signature Insalata di Mare（这个烤海鲜发挥非常不稳定 有时候咸的要命）+墨鱼面Spaghetti Neri al Pesce+墨鱼饭Volare Risotti+当日special+提拉米苏和布蕾轮着点 由于我还是看不懂那个菜单 所以我都是照着价格找菜 反正海鲜27意面38焗饭33 倒背如流！ 另外还点过龙虾意面/千层面/red snaper 这三个很普通❌ 黑松露披萨/羊排 推荐☑️ 甜品：目前菜单上所有甜品都吃过 提拉米苏反正每次必点 布蕾很香也推荐 提拉米苏一份够两人吃 布蕾就是一人份 banana bread pudding不是布丁 是软软的面包（我是土狗不知道没吃过）反正我不爱吃 巧克力常规款和special款都很甜 ❌ ⚠️本文重点：volare替代➡️topo gigio（乱讲的因为我只吃过一次 但是我感觉还挺好吃而且比volare便宜） 推荐： 炸鱿鱼（是fritti那个不是alla grilia那个）很大一份 面粉也薄 海鲜烩饭RISOTTO FRUTTI di MARE DELLE MARCHE 巨大一份才30刀 很多蟹肉！奶油口的 贝壳面CONCHIGLIE alla SARDA 辣口的还有青豆 好吃😋 提拉米苏也挺好吃的 ,1,#芝加哥 #芝加哥探店 #芝加哥美食 #芝加哥旅游,Topo Gigio,Italian,3,1,nan,2024-03-10,205,382,484,11,在芝加哥吃了七八九十次Volare后找到了替代餐厅🍴 Volare感觉已经吃成了食堂 男朋友每个来芝加哥的朋友都自行订在这个餐厅吃的程度！ 我们吃多了之后现在非常固定就只点烤小海鲜Volare Signature Insalata di Mare（这个烤海鲜发挥非常不稳定 有时候咸的要命）+墨鱼面Spaghetti Neri al Pesce+墨鱼饭Volare Risotti+当日special+提拉米苏和布蕾轮着点 由于我还是看不懂那个菜单 所以我都是照着价格找菜 反正海鲜27意面38焗饭33 倒背如流！ 另外还点过龙虾意面/千层面/red snaper 这三个很普通❌ 黑松露披萨/羊排 推荐☑️ 甜品：目前菜单上所有甜品都吃过 提拉米苏反正每次必点 布蕾很香也推荐 提拉米苏一份够两人吃 布蕾就是一人份 banana bread pudding不是布丁 是软软的面包（我是土狗不知道没吃过）反正我不爱吃 巧克力常规款和special款都很甜 ❌ ⚠️本文重点：volare替代➡️topo gigio（乱讲的因为我只吃过一次 但是我感觉还挺好吃而且比volare便宜） 推荐： 炸鱿鱼（是fritti那个不是alla grilia那个）很大一份 面粉也薄 海鲜烩饭RISOTTO FRUTTI di MARE DELLE MARCHE 巨大一份才30刀 很多蟹肉！奶油口的 贝壳面CONCHIGLIE alla SARDA 辣口的还有青豆 好吃😋 提拉米苏也挺好吃的 #芝加哥 #芝加哥探店 #芝加哥美食 #芝加哥旅游 - 小红书,,,long,4.278048780487805,True,1.8634146341463416,2.3609756097560974,0.05365853658536585,Sunday,True,small,0.0024390243902439024
Hybrid,0,0,499,1,1,"又是因为拖延症现在才写出来的韩国烤肉/火锅店🥹去年十二月搬家以后很想在周围找点亚洲餐吃，第一个出现的高分review餐厅就是这里了～ 🍄图一到四是店里强烈推荐的蘑菇火锅～里面确实有各式蘑菇，但需要提醒大家的是确实没有太多珍贵的菌种，大部分也是亚洲超市或者farmer’s market能买到的种类。好处是确实用来下火锅很鲜美。店里提供的套餐还可以选择是否加肉，感觉先下蘑菇作为锅底再来煮肉和蔬菜格外好吃，但如果能有中国火锅店的蘸料就更好了。 🍄图五是店里不管点火锅还是烤肉都会送的小菜～ 🍄图六是店里的烤肉套餐～肉的品质要比城里很多家烤肉店好多啦～腌过的肉需要自己动手剪剪，但很入味很棒～ 🍄还点了菜单上的蒸鮟鱇鱼～第一次去没有吃到，因为店家说要提前通知第二次去终于提前点了，但吃起来有点失望，并不是想象中的清蒸，而更像用了韩国泡菜爆炒鱼肉。好吃是好吃，但还是有点不符合预期吧。 因为带着爸妈一起去，所以被店家当做了韩国人热情的讲韩文（？）第二次去正好是圣诞节，他们却还是正常开门，不愧是认真工作的亚裔。话说第一次去吃火锅没吃完，他们跟我说打包盒要收费，但第二次没遇到这种情况，不知道为什么政策会不consistent，大家留意一下吧。 Chicago Galbi House：340 W Half Day Rd, Buffalo Grove, IL 60089",6,#爱吃的夏天喵 #奔赴一场冬日火锅局 #芝加哥探店 #芝加哥 #芝加哥美食 #芝加哥生活 #冬天的第一顿火锅 #菌子火锅 #地球村食评人大赛 #美洲狂欢角,Chicago Galbi House,Korean,1,1,nan,2025-08-04,3998,229,224,12,芝加哥郊区菌子火锅—Chicago Galbi House - 小红书,,,long,0.11630815407703853,False,0.05727863931965983,0.0560280140070035,0.0030015007503751876,Monday,False,small,0.012024048096192385
Hybrid,0,0,219,1,0,回国一个月郎了三次后念念不忘。。上周发现south loop和中国城都有回转寿司—老己必须火速来品尝尝尝。 没想到超惊喜！最喜欢的是火炙虾寿司！！图片里红盘子的那个也挺好吃的！还有一款白色的鱼上面有黑松露的也好吃！ 小食的话推荐天妇罗—超大一份，蔬菜炸的很香。 烤鱼非常嫩+入味，也很值得点。有人说软壳蟹有点腥味，但是我沾了酱油+柠檬汁完全没觉得。 不建议点焦糖布蕾-太大一份了，三个人都吃不完。 寿司炸物吃多了腻，但是他家茉莉花茶超级好喝哦！ 完全不用点可乐！！就喝茶 ,6, #芝加哥 #芝加哥探店 #芝加哥中餐 #芝加哥大学 #芝加哥中寿司 #团仔带你吃喝玩乐  #饭团外卖11周年 #回转寿司 #芝加哥大学,SushiPlus,Japanese,1,1,nan,2026-01-21,1478,228,136,39,芝加哥终于可以郎一下！回转寿司吃到爽了！ - 小红书,,,medium,0.27266576454668473,False,0.15426251691474965,0.09201623815967523,0.02638700947225981,Wednesday,False,small,0.0273972602739726
